Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Year,Month,M/Y,Ingreso Anual
C_CND_008785,2022-11-27,Mathieu,Female,847000,Buddy Storbeck's Diesel Service Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,06457-3834,Hardtop,7881077,Middletown,2022,11,202211,Alto
C_CND_008791,2022-11-27,Mina,Male,800000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,31000,06457-3834,Hatchback,8536259,Middletown,2022,11,202211,Alto
C_CND_008804,2022-11-27,Enrique,Male,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,45000,06457-3834,SUV,8118209,Middletown,2022,11,202211,Bajo
C_CND_008892,2022-11-28,Brucha,Male,900000,Buddy Storbeck's Diesel Service Inc,Dodge,Durango,Overhead Camshaft,Manual,Red,31000,06457-3834,SUV,8727751,Middletown,2022,11,202211,Alto
C_CND_008896,2022-11-29,Jake,Male,620000,Buddy Storbeck's Diesel Service Inc,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9000,06457-3834,Passenger,8041850,Middletown,2022,11,202211,Medio-Alto
C_CND_008963,2022-11-30,Elisheva,Male,13500,Buddy Storbeck's Diesel Service Inc,Dodge,Caravan,Overhead Camshaft,Manual,Red,24000,06457-3834,Hardtop,8480185,Middletown,2022,11,202211,Bajo
C_CND_008973,2022-11-30,Sergio,Male,900000,Buddy Storbeck's Diesel Service Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22001,06457-3834,Sedan,8753339,Middletown,2022,11,202211,Alto
C_CND_008985,2022-11-30,Zahra,Male,13500,Buddy Storbeck's Diesel Service Inc,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45001,06457-3834,Passenger,6820737,Middletown,2022,11,202211,Bajo
C_CND_008996,2022-11-30,Jaden,Male,1060000,Buddy Storbeck's Diesel Service Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,06457-3834,Hatchback,8273707,Middletown,2022,11,202211,Muy Alto
C_CND_009034,2022-12-01,Lukas,Male,1411000,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71101,06457-3834,SUV,7722001,Middletown,2022,12,202212,Muy Alto
C_CND_009086,2022-12-01,Dina,Male,13500,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000,06457-3834,Passenger,7673648,Austin,2022,12,202212,Bajo
C_CND_009148,2022-12-03,Amina,Male,1380000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,06457-3834,Hardtop,6844250,Middletown,2022,12,202212,Muy Alto
C_CND_009153,2022-12-03,Jorge,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Golf,Overhead Camshaft,Manual,Red,25001,06457-3834,SUV,7267881,Middletown,2022,12,202212,Bajo
C_CND_009205,2022-12-04,Ava,Male,440000,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31001,06457-3834,Hatchback,7383172,Middletown,2022,12,202212,Medio
C_CND_009260,2022-12-05,Nathaniel,Male,2450000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,06457-3834,Sedan,7003161,Middletown,2022,12,202212,Muy Alto
C_CND_009304,2022-12-05,Fraidy,Male,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,06457-3834,Sedan,7228470,Austin,2022,12,202212,Bajo
C_CND_009354,2022-12-06,Brian,Male,677500,Buddy Storbeck's Diesel Service Inc,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31501,06457-3834,Hatchback,7619623,Middletown,2022,12,202212,Medio-Alto
C_CND_009376,2022-12-06,Janelle,Male,1064000,Buddy Storbeck's Diesel Service Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14400,06457-3834,SUV,7616861,Middletown,2022,12,202212,Muy Alto
C_CND_009395,2022-12-06,Mark,Male,961000,Buddy Storbeck's Diesel Service Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,06457-3834,SUV,7110146,Middletown,2022,12,202212,Alto
C_CND_009442,2022-12-07,Santino,Male,1230000,Buddy Storbeck's Diesel Service Inc,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,06457-3834,SUV,6819537,Middletown,2022,12,202212,Muy Alto
C_CND_009473,2022-12-07,Christian,Female,370000,Buddy Storbeck's Diesel Service Inc,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,Hatchback,8479948,Scottsdale,2022,12,202212,Medio
C_CND_009491,2022-12-08,Samantha,Male,1000000,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26001,06457-3834,Hardtop,7877559,Scottsdale,2022,12,202212,Alto
C_CND_009547,2022-12-10,Elijah,Male,13500,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,37001,06457-3834,Passenger,6188804,Middletown,2022,12,202212,Bajo
C_CND_009566,2022-12-10,Mariama,Male,13500,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Black,15000,06457-3834,SUV,6706895,Middletown,2022,12,202212,Bajo
C_CND_009583,2022-12-10,Ricardo,Male,1322000,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19200,06457-3834,SUV,7721657,Middletown,2022,12,202212,Muy Alto
C_CND_009624,2022-12-11,William,Male,1400000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,06457-3834,Hatchback,6801240,Middletown,2022,12,202212,Muy Alto
C_CND_009750,2022-12-12,Sarah,Male,850000,Buddy Storbeck's Diesel Service Inc,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,06457-3834,Sedan,8026107,Middletown,2022,12,202212,Alto
C_CND_009754,2022-12-12,Elena,Male,13500,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,06457-3834,Hardtop,7562563,Middletown,2022,12,202212,Bajo
C_CND_009763,2022-12-12,Yaniel,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17001,06457-3834,SUV,6378562,Middletown,2022,12,202212,Bajo
C_CND_009833,2022-12-13,Luke,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,Hatchback,7642850,Scottsdale,2022,12,202212,Bajo
C_CND_009838,2022-12-14,Simone,Male,1495000,Buddy Storbeck's Diesel Service Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,29500,06457-3834,SUV,7628889,Middletown,2022,12,202212,Muy Alto
C_CND_009929,2022-12-15,Avi,Male,1102000,Buddy Storbeck's Diesel Service Inc,Acura,TL,Overhead Camshaft,Manual,Pale White,14200,06457-3834,Hatchback,8553601,Middletown,2022,12,202212,Muy Alto
C_CND_009959,2022-12-17,Justin,Male,900000,Buddy Storbeck's Diesel Service Inc,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16001,06457-3834,Sedan,6444805,Middletown,2022,12,202212,Alto
C_CND_009970,2022-12-17,Adrianna,Male,720000,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,29001,06457-3834,Hatchback,7363131,Middletown,2022,12,202212,Medio-Alto
C_CND_010012,2022-12-18,Yocheved,Male,1290000,Buddy Storbeck's Diesel Service Inc,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,06457-3834,SUV,8454242,Middletown,2022,12,202212,Muy Alto
C_CND_010035,2022-12-18,Samuel,Male,1555000,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16500,06457-3834,SUV,6331191,Austin,2022,12,202212,Muy Alto
C_CND_010130,2022-12-20,Mendel,Male,325000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14001,06457-3834,Sedan,6923099,Middletown,2022,12,202212,Medio
C_CND_010138,2022-12-20,Arely,Male,2300000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,06457-3834,Hatchback,6590054,Middletown,2022,12,202212,Muy Alto
C_CND_010145,2022-12-20,Connor,Male,13500,Buddy Storbeck's Diesel Service Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,SUV,8954407,Middletown,2022,12,202212,Bajo
C_CND_010217,2022-12-21,Alexander,Male,822000,Buddy Storbeck's Diesel Service Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,06457-3834,Sedan,7364764,Austin,2022,12,202212,Alto
C_CND_010222,2022-12-22,Charles,Male,1620000,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9000,06457-3834,SUV,8328440,Middletown,2022,12,202212,Muy Alto
C_CND_010296,2022-12-24,Cynthia,Male,730000,Buddy Storbeck's Diesel Service Inc,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,06457-3834,Hatchback,8870797,Middletown,2022,12,202212,Medio-Alto
C_CND_010311,2022-12-24,Gavin,Female,870000,Buddy Storbeck's Diesel Service Inc,Saturn,SC,Overhead Camshaft,Manual,Pale White,61000,06457-3834,SUV,7219080,Middletown,2022,12,202212,Alto
C_CND_010327,2022-12-24,Meyer,Male,13500,Buddy Storbeck's Diesel Service Inc,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,06457-3834,Hardtop,8185604,Middletown,2022,12,202212,Bajo
C_CND_010353,2022-12-25,Pinchas,Male,13500,Buddy Storbeck's Diesel Service Inc,BMW,323i,Overhead Camshaft,Manual,Pale White,21001,06457-3834,Hatchback,6238201,Middletown,2022,12,202212,Bajo
C_CND_010413,2022-12-25,Damian,Male,170000,Buddy Storbeck's Diesel Service Inc,Volvo,C70,Overhead Camshaft,Manual,Black,17000,06457-3834,Hatchback,6029174,Aurora,2022,12,202212,Medio-Bajo
C_CND_010418,2022-12-26,Jason,Male,13500,Buddy Storbeck's Diesel Service Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,06457-3834,SUV,8545048,Middletown,2022,12,202212,Bajo
C_CND_010481,2022-12-27,Shmuel,Male,1410000,Buddy Storbeck's Diesel Service Inc,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33001,06457-3834,Sedan,7304660,Middletown,2022,12,202212,Muy Alto
C_CND_010489,2022-12-27,Maxime,Female,13500,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,06457-3834,Hardtop,8854953,Middletown,2022,12,202212,Bajo
C_CND_010500,2022-12-27,Geraldine,Male,977000,Buddy Storbeck's Diesel Service Inc,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41000,06457-3834,SUV,6788168,Middletown,2022,12,202212,Alto
C_CND_010518,2022-12-27,Jordan,Female,765000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17000,06457-3834,Hatchback,7438195,Middletown,2022,12,202212,Alto
C_CND_010596,2022-12-31,Nathan,Male,1245000,Buddy Storbeck's Diesel Service Inc,Mercury,Villager,Overhead Camshaft,Manual,Pale White,16500,06457-3834,Passenger,8488798,Middletown,2022,12,202212,Muy Alto
C_CND_010635,2022-12-31,Ezekiel,Male,13500,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,06457-3834,SUV,8556258,Aurora,2022,12,202212,Bajo
C_CND_010708,2023-01-05,Jaylah,Male,932000,Buddy Storbeck's Diesel Service Inc,Volvo,S40,Overhead Camshaft,Manual,Pale White,17000,06457-3834,Sedan,7467088,Middletown,2023,1,202301,Alto
C_CND_010720,2023-01-07,Yosef,Female,590500,Buddy Storbeck's Diesel Service Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16501,06457-3834,SUV,6373504,Middletown,2023,1,202301,Medio-Alto
C_CND_010785,2023-01-10,Jariel,Male,850000,Buddy Storbeck's Diesel Service Inc,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,22000,06457-3834,Hatchback,6604247,Austin,2023,1,202301,Alto
C_CND_010789,2023-01-11,Zayan,Male,1450000,Buddy Storbeck's Diesel Service Inc,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Red,15000,06457-3834,Passenger,7448602,Middletown,2023,1,202301,Muy Alto
C_CND_010883,2023-01-17,Omar,Male,442000,Buddy Storbeck's Diesel Service Inc,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,06457-3834,Hatchback,6617636,Middletown,2023,1,202301,Medio
C_CND_010906,2023-01-21,Keily,Male,13500,Buddy Storbeck's Diesel Service Inc,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,06457-3834,Sedan,6560473,Middletown,2023,1,202301,Bajo
C_CND_010959,2023-01-22,Mathilde,Male,1000000,Buddy Storbeck's Diesel Service Inc,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Pale White,38001,06457-3834,Hardtop,8846658,Middletown,2023,1,202301,Alto
C_CND_010983,2023-01-23,Carmelo,Male,13500,Buddy Storbeck's Diesel Service Inc,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,SUV,6042122,Middletown,2023,1,202301,Bajo
C_CND_011099,2023-01-31,Tzipora,Male,1840000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,14000,06457-3834,Hatchback,7756510,Middletown,2023,1,202301,Muy Alto
C_CND_011103,2023-01-31,Maya,Male,1735000,Buddy Storbeck's Diesel Service Inc,BMW,528i,Overhead Camshaft,Manual,Black,21500,06457-3834,SUV,6739138,Middletown,2023,1,202301,Muy Alto
C_CND_011114,2023-01-31,Enzo,Male,907000,Buddy Storbeck's Diesel Service Inc,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61001,06457-3834,Hardtop,8678195,Middletown,2023,1,202301,Alto
C_CND_011175,2023-02-04,Kenzo,Male,1208000,Buddy Storbeck's Diesel Service Inc,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,12801,06457-3834,Sedan,6732926,Aurora,2023,2,202302,Muy Alto
C_CND_011177,2023-02-05,Ian,Male,625000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,06457-3834,Hatchback,6659414,Middletown,2023,2,202302,Medio-Alto
C_CND_011281,2023-02-08,Rebecca,Male,2300000,Buddy Storbeck's Diesel Service Inc,Audi,A6,Overhead Camshaft,Manual,Black,25000,06457-3834,SUV,6346917,Middletown,2023,2,202302,Muy Alto
C_CND_011288,2023-02-09,Allen,Female,1220000,Buddy Storbeck's Diesel Service Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Red,22000,06457-3834,SUV,6852640,Middletown,2023,2,202302,Muy Alto
C_CND_011355,2023-02-16,Justice,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,06457-3834,Hatchback,6829571,Middletown,2023,2,202302,Bajo
C_CND_011447,2023-02-21,Devin,Male,1234000,Buddy Storbeck's Diesel Service Inc,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14400,06457-3834,SUV,8126911,Middletown,2023,2,202302,Muy Alto
C_CND_011457,2023-02-21,Valentina,Female,13500,Buddy Storbeck's Diesel Service Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,06457-3834,Hatchback,7023659,Middletown,2023,2,202302,Bajo
C_CND_011465,2023-02-21,Aria,Female,13500,Buddy Storbeck's Diesel Service Inc,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,06457-3834,Hatchback,7638534,Middletown,2023,2,202302,Bajo
C_CND_011561,2023-03-03,Miles,Female,465000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,06457-3834,Hatchback,7281559,Middletown,2023,3,202303,Medio
C_CND_011621,2023-03-03,Empty,Male,1070000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,33001,06457-3834,Passenger,6439642,Janesville,2023,3,202303,Muy Alto
C_CND_011650,2023-03-04,Fiona,Female,2600000,Buddy Storbeck's Diesel Service Inc,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29001,06457-3834,Passenger,7399322,Middletown,2023,3,202303,Muy Alto
C_CND_011661,2023-03-05,Amira,Male,480000,Buddy Storbeck's Diesel Service Inc,Saturn,LS,Overhead Camshaft,Manual,Pale White,14000,06457-3834,Sedan,8180849,Middletown,2023,3,202303,Medio
C_CND_011673,2023-03-06,Jayden,Male,820000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Red,17000,06457-3834,Hatchback,8050139,Middletown,2023,3,202303,Alto
C_CND_011715,2023-03-08,Travis,Male,400000,Buddy Storbeck's Diesel Service Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31001,06457-3834,SUV,7562838,Middletown,2023,3,202303,Medio
C_CND_011767,2023-03-08,Anaelle,Male,712500,Buddy Storbeck's Diesel Service Inc,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25501,06457-3834,SUV,8327165,Scottsdale,2023,3,202303,Medio-Alto
C_CND_011787,2023-03-09,Raphael,Female,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16001,06457-3834,Hardtop,8077490,Middletown,2023,3,202303,Bajo
C_CND_011847,2023-03-11,Brooklyn,Male,13500,Buddy Storbeck's Diesel Service Inc,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,SUV,6628060,Middletown,2023,3,202303,Bajo
C_CND_011850,2023-03-11,Leela,Male,13500,Buddy Storbeck's Diesel Service Inc,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,06457-3834,SUV,6327438,Middletown,2023,3,202303,Bajo
C_CND_011869,2023-03-12,Nathan,Male,570000,Buddy Storbeck's Diesel Service Inc,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16000,06457-3834,Sedan,8299187,Middletown,2023,3,202303,Medio-Alto
C_CND_011905,2023-03-13,Andrew,Female,380000,Buddy Storbeck's Diesel Service Inc,Volvo,S70,Overhead Camshaft,Manual,Black,22000,06457-3834,Hatchback,8162983,Middletown,2023,3,202303,Medio
C_CND_011993,2023-03-13,Pierrick,Male,460000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,71001,06457-3834,Passenger,8479257,Scottsdale,2023,3,202303,Medio
C_CND_012026,2023-03-14,Eliana,Male,2200000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,06457-3834,Sedan,7286106,Middletown,2023,3,202303,Muy Alto
C_CND_012031,2023-03-14,Syeda,Female,13500,Buddy Storbeck's Diesel Service Inc,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,06457-3834,Sedan,7110613,Middletown,2023,3,202303,Bajo
C_CND_012051,2023-03-15,Zachary,Male,13500,Buddy Storbeck's Diesel Service Inc,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,06457-3834,Passenger,6667352,Middletown,2023,3,202303,Bajo
C_CND_012097,2023-03-17,Naomi,Male,952000,Buddy Storbeck's Diesel Service Inc,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21001,06457-3834,SUV,8654672,Middletown,2023,3,202303,Alto
C_CND_012125,2023-03-19,Aliyah,Female,930000,Buddy Storbeck's Diesel Service Inc,Acura,RL,Overhead Camshaft,Manual,Black,18000,06457-3834,SUV,8220068,Middletown,2023,3,202303,Alto
C_CND_012143,2023-03-19,Elie,Male,2201000,Buddy Storbeck's Diesel Service Inc,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29101,06457-3834,Passenger,6796400,Austin,2023,3,202303,Muy Alto
C_CND_012226,2023-03-24,Giovanna,Female,13500,Buddy Storbeck's Diesel Service Inc,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15000,06457-3834,SUV,8837992,Middletown,2023,3,202303,Bajo
C_CND_012228,2023-03-24,Anaya,Female,3500000,Buddy Storbeck's Diesel Service Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,06457-3834,SUV,6042168,Middletown,2023,3,202303,Muy Alto
C_CND_012284,2023-03-27,Evan,Male,800000,Buddy Storbeck's Diesel Service Inc,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,06457-3834,SUV,7359933,Middletown,2023,3,202303,Alto
C_CND_012306,2023-03-29,Eileen,Male,1302000,Buddy Storbeck's Diesel Service Inc,Honda,Civic,Overhead Camshaft,Manual,Black,43201,06457-3834,Hatchback,6735639,Middletown,2023,3,202303,Muy Alto
C_CND_012341,2023-03-29,Arthur,Male,762000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22001,06457-3834,Sedan,8151213,Austin,2023,3,202303,Alto
C_CND_012410,2023-04-01,Juliet,Male,670000,Buddy Storbeck's Diesel Service Inc,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,06457-3834,Passenger,7005990,Middletown,2023,4,202304,Medio-Alto
C_CND_012424,2023-04-01,Fatoumata,Male,1615000,Buddy Storbeck's Diesel Service Inc,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Red,29500,06457-3834,Sedan,8610412,Middletown,2023,4,202304,Muy Alto
C_CND_012508,2023-04-05,Joyce,Male,1890000,Buddy Storbeck's Diesel Service Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,06457-3834,SUV,8346542,Middletown,2023,4,202304,Muy Alto
C_CND_012511,2023-04-05,Sacha,Male,925000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,06457-3834,Hatchback,6323192,Middletown,2023,4,202304,Alto
C_CND_012519,2023-04-05,Lexi,Male,13500,Buddy Storbeck's Diesel Service Inc,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,18001,06457-3834,Hatchback,7734754,Janesville,2023,4,202304,Bajo
C_CND_012602,2023-04-08,Madeline,Male,250000,Buddy Storbeck's Diesel Service Inc,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25001,06457-3834,SUV,8774130,Middletown,2023,4,202304,Medio-Bajo
C_CND_012617,2023-04-08,Laila,Female,1815000,Buddy Storbeck's Diesel Service Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22501,06457-3834,SUV,8539413,Middletown,2023,4,202304,Muy Alto
C_CND_012704,2023-04-10,Laura,Male,1465000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,15501,06457-3834,Sedan,7982170,Pasco,2023,4,202304,Muy Alto
C_CND_012706,2023-04-12,Renee,Male,1060000,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,06457-3834,Passenger,6659801,Middletown,2023,4,202304,Muy Alto
C_CND_012784,2023-04-14,Paris,Male,13500,Buddy Storbeck's Diesel Service Inc,Dodge,Durango,Overhead Camshaft,Manual,Black,22000,06457-3834,SUV,7627715,Middletown,2023,4,202304,Bajo
C_CND_012810,2023-04-15,Penelope,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,06457-3834,Passenger,7613602,Middletown,2023,4,202304,Bajo
C_CND_012894,2023-04-17,Theo,Female,653000,Buddy Storbeck's Diesel Service Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,06457-3834,SUV,6528737,Pasco,2023,4,202304,Medio-Alto
C_CND_012896,2023-04-18,Alana,Male,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14000,06457-3834,SUV,7337037,Middletown,2023,4,202304,Bajo
C_CND_012907,2023-04-18,Line,Male,2350000,Buddy Storbeck's Diesel Service Inc,Volvo,S40,Overhead Camshaft,Manual,Red,22000,06457-3834,Sedan,8743776,Middletown,2023,4,202304,Muy Alto
C_CND_012982,2023-04-19,Shira,Male,13500,Buddy Storbeck's Diesel Service Inc,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Red,57000,06457-3834,SUV,7441708,Middletown,2023,4,202304,Bajo
C_CND_012994,2023-04-19,Victoria,Male,773000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,06457-3834,Passenger,6204189,Middletown,2023,4,202304,Alto
C_CND_013003,2023-04-19,Amare,Male,485000,Buddy Storbeck's Diesel Service Inc,Ford,Focus,Overhead Camshaft,Manual,Red,24001,06457-3834,Hardtop,7884973,Middletown,2023,4,202304,Medio
C_CND_013054,2023-04-22,Danielle,Female,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,06457-3834,SUV,7952483,Middletown,2023,4,202304,Bajo
C_CND_013092,2023-04-22,Theo,Male,13500,Buddy Storbeck's Diesel Service Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,06457-3834,Hatchback,8954952,Pasco,2023,4,202304,Bajo
C_CND_013104,2023-04-23,Gauthier,Female,758000,Buddy Storbeck's Diesel Service Inc,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,28000,06457-3834,Hatchback,8984369,Middletown,2023,4,202304,Alto
C_CND_013172,2023-04-25,Analia,Male,13500,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,16001,06457-3834,Passenger,8983665,Middletown,2023,4,202304,Bajo
C_CND_013192,2023-04-28,Yachet,Female,550000,Buddy Storbeck's Diesel Service Inc,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,06457-3834,Passenger,7824098,Middletown,2023,4,202304,Medio-Alto
C_CND_013204,2023-04-28,Devin,Male,993000,Buddy Storbeck's Diesel Service Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,Hardtop,8908455,Middletown,2023,4,202304,Alto
C_CND_013212,2023-04-30,Molly,Male,665000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20001,06457-3834,Hardtop,8969160,Middletown,2023,4,202304,Medio-Alto
C_CND_013256,2023-05-02,Kai,Male,13500,Buddy Storbeck's Diesel Service Inc,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Sedan,7600744,Middletown,2023,5,202305,Bajo
